Country Name,Country Code,Series Name,Series Code,2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Algeria,DZA,Control of Corruption: Estimate,CC.EST,-0.614938259124756,-0.552147269248962,-0.572699666023254,-0.521544516086578,-0.472966939210892,-0.61311799287796,-0.639462769031525,-0.673700511455536,-0.598896265029907,-0.658903956413269,-0.656169533729553,-0.666826963424683,-0.635961413383484,-0.638041079044342,-0.589308321475983
Algeria,DZA,Government Effectiveness: Estimate,GE.EST,-0.534546136856079,-0.395901709794998,-0.520578742027283,-0.447385340929031,-0.431544005870819,-0.339864790439606,-0.410829484462738,-0.464708805084229,-0.537024140357971,-0.488536387681961,-0.567920982837677,-0.573643207550049,-0.65274578332901,-0.51349949836731,-0.670135140419006
Algeria,DZA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.19691348075867,-1.25936758518219,-1.36056065559387,-1.32504332065582,-1.20237147808075,-1.19053518772125,-1.09078657627106,-1.09974193572998,-0.919614315032959,-0.842107713222504,-1.05585384368896,-0.847820401191711,-0.992457151412964,-0.650652348995209,-0.577885270118713
Algeria,DZA,Regulatory Quality: Estimate,RQ.EST,-0.964235186576843,-1.10480070114136,-1.21237993240356,-1.32038903236389,-1.13844060897827,-1.30188941955566,-1.25690579414368,-1.2414299249649,-1.2794988155365,-1.34690141677856,-1.38831329345703,-1.35530030727386,-1.18196296691895,-1.06357324123383,-0.948087155818939
Algeria,DZA,Voice and Accountability: Estimate,VA.EST,-1.03841888904572,-1.02233076095581,-1.00412118434906,-0.906026601791382,-0.893428981304169,-0.813460826873779,-0.847631812095642,-0.861599445343018,-0.903114080429077,-0.995263040065765,-1.0534600019455,-1.08850860595703,-1.01377856731415,-1.01191890239716,-0.979883790016174
American Samoa,ASM,Control of Corruption: Estimate,CC.EST,0.347466081380844,0.328756839036942,0.310445874929428,0.29941114783287,0.303002297878265,1.2206939458847,1.15172910690308,1.15941143035889,1.76228725910187,1.78064966201782,1.78022909164429,1.26545393466949,1.2796870470047,1.27027237415314,1.25135612487793
American Samoa,ASM,Government Effectiveness: Estimate,GE.EST,0.497974842786789,0.487727552652359,0.481366097927094,0.48122963309288,0.486766904592514,0.438561886548996,0.442817568778992,0.482561141252518,0.510476231575012,0.498675554990768,0.489976644515991,0.63264924287796,0.638740062713623,0.66762912273407,0.654167771339417
American Samoa,ASM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.945724666118622,0.919146716594696,0.933990180492401,0.952990829944611,0.928985774517059,1.08068346977234,1.15167808532715,1.15855598449707,1.18432366847992,1.16629731655121,1.1449339389801,1.09020864963531,1.0668408870697,1.12317395210266,1.11422121524811
American Samoa,ASM,Regulatory Quality: Estimate,RQ.EST,0.402511686086655,0.393958419561386,0.386368304491043,0.358625292778015,0.362132906913757,0.177999645471573,0.15120430290699,0.121528759598732,-0.273731589317322,-0.306241989135742,-0.325278997421265,0.525310516357422,0.534613013267517,0.545899748802185,0.512013554573059
American Samoa,ASM,Voice and Accountability: Estimate,VA.EST,0.963811635971069,0.988284409046173,1.00905168056488,1.02567172050476,1.00473141670227,..,..,..,..,..,1.31854784488678,0.970990180969238,0.980956017971039,0.952084183692932,..
Andorra,AND,Control of Corruption: Estimate,CC.EST,1.3177649974823,1.30177271366119,1.27229809761047,1.26053082942963,1.25358092784882,1.2206939458847,1.15172910690308,1.15941143035889,1.17178130149841,1.17894005775452,1.17618942260742,1.26545393466949,1.2796870470047,1.27027237415314,1.25135612487793
Andorra,AND,Government Effectiveness: Estimate,GE.EST,1.53620111942291,1.51271617412567,1.49892425537109,1.52334606647491,1.53249549865723,1.71216595172882,1.74073541164398,1.80540561676025,1.87694644927979,1.87921941280365,1.85192060470581,1.7492413520813,1.74892807006836,1.49526071548462,1.4754387140274
Andorra,AND,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.29713952541351,1.27827215194702,1.30248832702637,1.29035115242004,1.28392601013184,1.28659331798553,1.36598539352417,1.38275027275085,1.39288973808289,1.39124858379364,1.57736670970917,1.58867537975311,1.58125936985016,1.58598840236664,1.58346593379974
Andorra,AND,Regulatory Quality: Estimate,RQ.EST,1.40567350387573,1.38942682743073,1.61142528057098,1.56186008453369,1.5587409734726,0.880748271942139,0.898378431797028,0.860476732254028,1.20018458366394,1.18732905387878,1.22192621231079,1.33542132377625,1.35934960842133,1.39833402633667,1.35054576396942
Andorra,AND,Voice and Accountability: Estimate,VA.EST,1.32293725013733,1.32430839538574,1.36045336723328,1.43383765220642,1.40662503242493,1.16595566272736,1.19445466995239,1.17644572257996,1.16151881217957,1.04703915119171,1.1081018447876,1.08533525466919,1.03249990940094,1.10678911209106,0.996939778327942
Angola,AGO,Control of Corruption: Estimate,CC.EST,-1.39776611328125,-1.33247494697571,-1.36746907234192,-1.30240142345428,-1.33697164058685,-1.45822596549988,-1.42772650718689,-1.48399043083191,-1.44517171382904,-1.19948387145996,-1.05461812019348,-0.93506121635437,-0.649475812911987,-0.612375736236572,-0.60992020368576
Angola,AGO,Government Effectiveness: Estimate,GE.EST,-0.945070207118988,-1.13826775550842,-1.19323122501373,-0.988945424556732,-1.24288654327393,-1.05657386779785,-0.929087340831757,-0.971493542194366,-0.951988995075226,-1.00525164604187,-1.1284898519516,-1.25748455524445,-1.1263599395752,-1.02603423595428,-1.00890958309174
Angola,AGO,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.34759184718132,-0.226182341575623,-0.369237810373306,-0.389322549104691,-0.39123347401619,-0.333232045173645,-0.50538581609726,-0.321580082178116,-0.387895494699478,-0.347208589315414,-0.368411600589752,-0.599917888641357,-0.710480749607086,-0.630108535289764,-0.34150505065918
Angola,AGO,Regulatory Quality: Estimate,RQ.EST,-1.05952525138855,-1.06021749973297,-1.10753154754639,-0.990437567234039,-1.0416704416275,-0.860683441162109,-0.8636714220047,-0.969250917434692,-1.04546654224396,-0.8006831407547,-0.833844542503357,-0.856853485107422,-0.670014679431915,-0.606698572635651,-0.761388182640076
Angola,AGO,Voice and Accountability: Estimate,VA.EST,-1.12613534927368,-1.12052512168884,-1.12547838687897,-1.07624673843384,-1.11391913890839,-1.14532363414764,-1.17716491222382,-1.14032745361328,-1.09524345397949,-0.903594315052032,-0.793109953403473,-0.816005945205688,-0.859023571014404,-0.807577967643738,-0.737252414226532
Anguilla,AIA,Control of Corruption: Estimate,CC.EST,1.3177649974823,1.30177271366119,1.27229809761047,1.26053082942963,1.25358092784882,1.2206939458847,1.15172910690308,1.15941143035889,1.17178130149841,1.17894005775452,1.17618942260742,0.632067441940308,0.63789439201355,1.27027237415314,1.25135612487793
Anguilla,AIA,Government Effectiveness: Estimate,GE.EST,1.53620111942291,1.51271617412567,1.49892425537109,1.52334606647491,1.53249549865723,0.948003530502319,0.961984634399414,1.27626776695251,0.783770322799683,0.7747842669487,0.762365400791168,0.911797344684601,0.916287004947662,1.21938359737396,1.20168173313141
Anguilla,AIA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.868718087673187,1.37376165390015,1.55092763900757,1.47692024707794,1.53397953510284,1.16425490379333,1.22000181674957,1.28404271602631,1.35839092731476,1.25506341457367,1.31704616546631,1.50384271144867,1.52878737449646,1.12317395210266,1.11422121524811
Anguilla,AIA,Regulatory Quality: Estimate,RQ.EST,1.40567350387573,1.38942682743073,1.36641407012939,1.32121312618256,1.3194192647934,0.880748271942139,0.898378431797028,0.860476732254028,0.831705510616302,0.813936293125153,0.835124850273132,0.930365979671478,0.946981251239777,0.972116887569427,0.931279718875885
Anguilla,AIA,Voice and Accountability: Estimate,VA.EST,0.963811635971069,0.988284409046173,1.00905168056488,1.02567172050476,1.00473141670227,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Control of Corruption: Estimate,CC.EST,1.3177649974823,1.30177271366119,1.27229809761047,1.26053082942963,1.25358092784882,0.634795427322388,0.642609059810638,0.645367681980133,0.197911337018013,0.236501798033714,0.239614844322205,0.239038527011871,0.231868863105774,0.310727566480637,0.326792687177658
Antigua and Barbuda,ATG,Government Effectiveness: Estimate,GE.EST,0.497974842786789,0.487727552652359,0.481366097927094,0.48122963309288,0.486766904592514,-0.0708797425031662,0.183234006166458,0.217992216348648,-0.0361118540167809,-0.0535420440137386,-0.0548009425401688,-0.204794809222221,-0.193900942802429,-0.160002663731575,0.380410820245743
Antigua and Barbuda,ATG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.721793532371521,0.904999375343323,0.957588255405426,0.975788056850433,0.958863377571106,0.984550714492798,0.987564265727997,0.859249651432037,0.73206090927124,0.823102116584778,0.938079655170441,0.929578840732574,0.949669897556305,0.938082098960876,0.923393249511719
Antigua and Barbuda,ATG,Regulatory Quality: Estimate,RQ.EST,0.653302133083344,0.642825543880463,0.631379723548889,0.59927225112915,0.601454555988312,0.529373943805695,0.355818599462509,0.328430950641632,0.237126812338829,0.401309967041016,0.470356702804565,0.497693717479706,0.374506026506424,0.28908696770668,0.546036779880524
Antigua and Barbuda,ATG,Voice and Accountability: Estimate,VA.EST,0.589427828788757,0.495849043130875,0.51117467880249,0.640056967735291,0.61894690990448,0.558705985546112,0.594934701919556,0.633536577224731,0.608409464359283,0.578873872756958,0.731440126895905,0.741594791412354,0.729783952236176,0.724552810192108,0.741840481758118
Argentina,ARG,Control of Corruption: Estimate,CC.EST,-0.445475101470947,-0.355230033397675,-0.364098519086838,-0.445909202098846,-0.434306710958481,-0.549791395664215,-0.581265270709991,-0.299235552549362,-0.309002459049225,-0.0992739275097847,-0.107116244733334,-0.163570061326027,-0.422596842050552,-0.447221606969833,-0.360883951187134
Argentina,ARG,Government Effectiveness: Estimate,GE.EST,-0.294032037258148,-0.1117919459939,-0.0723610669374466,-0.206967011094093,-0.254236966371536,-0.111114293336868,-0.0494756102561951,0.218796372413635,0.135085612535477,0.0280606187880039,-0.120795331895351,-0.254261821508408,-0.390557259321213,-0.28348970413208,-0.377517342567444
Argentina,ARG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.234854578971863,-0.0847978666424751,0.158993661403656,0.103040546178818,0.0653142631053925,-0.00512187136337161,0.00876413471996784,0.197749897837639,0.162542164325714,0.00690981233492494,-0.0978230908513069,-0.0719974040985107,0.000530058634467423,-0.0985943302512169,-0.127517908811569
Argentina,ARG,Regulatory Quality: Estimate,RQ.EST,-0.830836772918701,-0.742940902709961,-0.701964378356934,-0.897686779499054,-0.928134799003601,-1.0661495923996,-0.898022353649139,-0.347571164369583,-0.196430206298828,-0.195977628231049,-0.453079700469971,-0.498344272375107,-0.631172716617584,-0.697565734386444,-0.482535392045975
Argentina,ARG,Voice and Accountability: Estimate,VA.EST,0.280091494321823,0.361670136451721,0.344941824674606,0.295209914445877,0.276933550834656,0.34527176618576,0.411758154630661,0.49326366186142,0.528708100318909,0.539252579212189,0.570874631404877,0.584501206874847,0.610777020454407,0.546316981315613,0.533921837806702
Armenia,ARM,Control of Corruption: Estimate,CC.EST,-0.621459662914276,-0.695039570331573,-0.664559423923492,-0.588001489639282,-0.53053343296051,-0.565446794033051,-0.609746634960175,-0.659795224666595,-0.637015163898468,-0.409369438886642,-0.227039858698845,-0.003474973840639,0.0486846454441547,0.0279071740806103,0.0583996474742889
Armenia,ARM,Government Effectiveness: Estimate,GE.EST,-0.0268956422805786,-0.171523153781891,-0.11502830684185,-0.0323866233229637,0.0783172845840454,-0.257329761981964,-0.331789612770081,-0.31255441904068,-0.251550018787384,-0.170582666993141,-0.226045966148376,-0.304547429084778,-0.282197445631027,-0.314792364835739,-0.184129968285561
Armenia,ARM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.227863356471062,0.071855328977108,-0.06386898458004,0.154794976115227,0.11038514226675,-0.297135800123215,-0.256798654794693,-0.667951107025146,-0.626211166381836,-0.451066911220551,-0.420024991035461,-0.77164489030838,-0.804041028022766,-0.740756273269653,-0.829278230667114
Armenia,ARM,Regulatory Quality: Estimate,RQ.EST,0.273454070091248,0.268946558237076,0.246940597891808,0.334273397922516,0.23518268764019,0.15851990878582,0.189176842570305,0.20515838265419,0.228397324681282,0.350590288639069,0.242604270577431,0.238748028874397,0.131828442215919,-0.0190788023173809,0.047635018825531
Armenia,ARM,Voice and Accountability: Estimate,VA.EST,-0.876420259475708,-0.847521543502808,-0.690779805183411,-0.570491433143616,-0.588099241256714,-0.562132000923157,-0.536273837089539,-0.579092621803284,-0.560670435428619,-0.130965158343315,0.0547882094979286,0.0473478920757771,0.0541607961058617,0.0903258174657822,0.0767075568437576
Aruba,ABW,Control of Corruption: Estimate,CC.EST,1.10914754867554,1.12129557132721,1.10294651985168,1.09523594379425,1.11960065364838,1.01400101184845,1.24830114841461,1.23269331455231,1.23961400985718,1.20740139484406,1.17443084716797,1.1988273859024,0.800938904285431,0.756486594676971,0.709075331687927
Aruba,ABW,Government Effectiveness: Estimate,GE.EST,1.49665641784668,1.24645340442657,1.23643040657043,1.24758815765381,1.22108125686646,0.887494266033173,0.847599267959595,0.852905750274658,0.875969707965851,1.01341271400452,0.987693905830383,1.07495975494385,1.08387625217438,1.10521340370178,0.795440852642059
Aruba,ABW,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.12155425548553,1.10084736347198,1.28573775291443,1.26388156414032,1.31222629547119,1.16456782817841,1.21023952960968,1.26075851917267,1.31384599208832,1.33750987052917,1.33580732345581,1.3715912103653,1.43172669410706,1.48307979106903,1.43252456188202
