Country Code,CC.EST,GE.EST,PV.EST,RQ.EST,VA.EST
MLT,0.6041017199556031,0.9716589252154028,1.073263454437257,1.135016536712646,1.1270098646481848
MMR,-1.0218189279238374,-1.378563419977824,-1.362416211764018,-1.3459697763125102,-1.427138928572337
MNE,-0.12067952249199157,0.101441289919118,0.23605724126100538,0.24390809562804253,0.1635943697144587
MNG,-0.5458660980065664,-0.4351284265518187,0.6576746920744578,-0.20190107563200088,0.22292026728391645
MOZ,-0.7138940950234731,-0.7712977051734924,-0.5350255668163304,-0.6230532189210256,-0.37714495162169137
MRT,-0.797403355439504,-0.8691789309183754,-0.7571319739023844,-0.8504511515299484,-0.8431276520093284
MTQ,0.904991098244985,0.8292335629463191,0.7035788396994274,1.0318062861760455,0.5535096764564512
MUS,0.32495277673006046,0.9133637070655817,0.8534332036972047,1.0173252503077181,0.7792108416557312
MWI,-0.5948173344135285,-0.6894062836964925,-0.11827991482180845,-0.7467691918214163,-0.07176574591236812
MYS,0.17226472583909824,0.956749455134074,0.12657265101249027,0.6081314265727997,-0.2740567266300786
NAM,0.2663323998451233,0.15680251891414315,0.7086941123008728,0.05155139601556588,0.4901938756306965
NER,-0.6310495376586913,-0.707712467511495,-1.2904543916384381,-0.6882487456003825,-0.4423004279534021
NGA,-1.1198472102483126,-1.0804457624753314,-1.9648461977640785,-0.8715626438458757,-0.5717593630154928
NIC,-0.9664394378662113,-0.8594362894694014,-0.362713302920262,-0.5689117829004923,-0.801074016094208
NIU,-0.38983809735093783,-0.36729828800473985,1.2699270248413086,-0.634925306907722,0.459332528710365
NLD,1.9564119418462114,1.7723614692687975,0.9240715344746905,1.8098028262456258,1.5244480609893791
NOR,2.129520606994629,1.8565905412038177,1.1701049049695338,1.6348523855209356,1.6898534297943113
NPL,-0.6708201169967651,-0.9485970536867777,-0.8074435512224837,-0.7527331074078878,-0.2882484775036573
NRU,0.23393844949702416,-0.19036679978792878,0.9916144331296285,-0.6393203283349675,0.7319477319717405
NZL,2.2238861401875805,1.6907162825266533,1.4009018262227373,1.9034660975138347,1.5757113218307504
OMN,0.22245979681611058,0.1687002350886662,0.5990170041720072,0.43605545659859984,-1.0792102734247855
PAK,-0.9207348028818768,-0.6938931783040363,-2.329299569129944,-0.7033271551132202,-0.8117101907730101
PAN,-0.5001000344753266,0.12020014971494689,0.1701963638265928,0.37665890455245976,0.5350269456704456
PER,-0.5137997875610989,-0.29055778185526543,-0.5491459717353184,0.38253264278173454,0.16686177824934317
PHL,-0.5637762407461804,0.10698394005497305,-1.079268968105316,0.03186079263687123,0.00917876226206622
PLW,0.13991418878237397,-0.06716372470060995,1.1148747126261382,-0.19156113111724457,1.1525321006774905
PNG,-0.901410222053528,-0.7330880045890809,-0.6099544743696848,-0.5857537508010864,0.027302425944556775
POL,0.6081413865089417,0.5394476532936097,0.7227329969406123,0.9202952543894447,0.8484109520912171
PRI,0.22927862743381403,0.05430806179841355,0.4776373585065206,0.8518331090609232,0.5800608019034066
PRK,-1.4481800158818565,-1.672214500109355,-0.45206721536815114,-2.3934874534606925,-2.1766229152679437
PRT,0.8679453333218894,1.0713730057080582,0.8778458635012314,0.8175262967745461,1.158295202255249
PRY,-0.8954571445782976,-0.7683242698510487,-0.2607974145794288,-0.22216423451900488,-0.04098420172619326
PSE,-0.36673484096924464,-0.6892098863919576,-1.9043104489644362,0.027668036974500734,-0.998119926452637
QAT,0.9379781524340314,0.9039024035135911,0.9514417568842574,0.6956211030483247,-1.1066504120826708
REU,0.6688072800636291,0.9673020879427586,0.2902988630036514,1.1134487787882492,1.2207104444503802
ROU,-0.19734965388973538,-0.0980444911556939,0.2733933446307976,0.5011236786842345,0.4835668226083121
RUS,-0.9774122873942054,-0.3694060072302819,-0.8415198922157288,-0.5264744261900579,-1.0621906081835422
RWA,0.5340915933251382,0.04652215844641127,-0.07372370782929163,-0.007770152265826855,-1.1391264955202736
SAU,0.15068238638341433,0.19260384216904647,-0.4824147939682007,0.12653764138619103,-1.7239085515340162
SDN,-1.4066872040430707,-1.5500909884770702,-2.187765272458394,-1.4959032535552967,-1.6936896085739142
SEN,-0.14018513062037527,-0.31251352292795986,-0.1574492740134398,-0.2362701639533043,0.11735628908500084
SGP,2.104282649358112,2.2317942301432288,1.3695228099822994,2.083354489008585,-0.11903725812832508
SLB,-0.2066595830023289,-0.8950644294420876,0.3972084512313207,-0.9599629243214921,0.269890101517861
SLE,-0.7081487874190012,-1.1944234689076734,-0.16292701065540324,-0.8812564889589942,-0.20909393628438303
SLV,-0.4581031491359075,-0.22605280820280318,-0.07438917167795198,0.01843112632632261,0.005187937989831
SMR,1.211646755536398,1.5865858793258667,1.2301142374674483,0.544998973608017,1.1769711414972948
SOM,-1.705459372202555,-2.182254465421041,-2.625454727808635,-2.1337601184844965,-1.9235696474711104
SRB,-0.37788613041241964,-0.03317619274215149,-0.09208013058329617,0.03235970251262186,0.11199881248176098
SSD,-1.6135512505258833,-2.156831209476178,-2.1558465957641606,-1.846170232846185,-1.662734306775607
STP,0.02460403808703031,-0.7979696869850159,0.27382864014556,-0.869775386651357,0.2564226950208346
SUR,-0.34076043566068015,-0.42700401501109203,0.2039221773544946,-0.6437032083670299,0.3896351297696431
SVK,0.19285647397240005,0.643192372719447,0.8231228748957324,0.8834889411926273,0.9185891389846802
SVN,0.8149356325467426,1.0529156049092607,0.868642262617747,0.7251004060109456,0.9975218454996743
SWE,2.1395619074503576,1.742250736554464,1.0193201065063486,1.778518493970236,1.572847962379456
SWZ,-0.29838077401121466,-0.5704833368460337,-0.3175224918872118,-0.41333303252855935,-1.3190863688786816
SYC,0.9990140159924826,0.6234469572703042,0.7199679871400197,0.0035431381004552174,0.2248973237971465
SYR,-1.4974700212478647,-1.4144704997539514,-2.4192865610122682,-1.560052172342936,-1.879059314727784
TCD,-1.4170726855595908,-1.4827248891194666,-1.3557735840479523,-1.1274737358093252,-1.3898681084314994
TGO,-0.8227202375729877,-1.0788900097211207,-0.5212937812010447,-0.7849250177542368,-0.7962981820106505
THA,-0.43898246884346,0.19319572597742077,-0.8858821551005048,0.09181109188745418,-0.7035542249679566
TJK,-1.293041737874349,-0.946725710233052,-0.8124980549017594,-1.0808811465899144,-1.5886765003204342
TKM,-1.37296663125356,-1.0802888472874956,0.029683961346745506,-2.0594311714172373,-2.1125225623448682
TLS,-0.5205861429373422,-1.021679615974427,-0.07900452042619394,-0.8696208953857422,0.253317479044199
TON,-0.3417179753383002,-0.1314051143514613,0.8848101685444512,-0.4574799994627636,0.5611657160023849
TTO,-0.28070573955774303,0.2396236550062894,0.17545843571424483,0.09849119900415336,0.5576713879903158
TUN,-0.1325465663025776,-0.06750940328153465,-0.6852478673060733,-0.33664014705767226,-0.14073028564453155
TUR,-0.18116850890219205,0.10570236733183269,-1.2512564380963638,0.14988285539050888,-0.5294854673246544
TUV,0.10398545845722161,-0.6012993097305299,1.2925385475158686,-0.7048226793607069,0.995306062698364
TWN,0.9052053292592369,1.3088933706283568,0.8183098038037618,1.2882873137791946,0.9560532927513117
TZA,-0.5333852847417196,-0.6574029882748922,-0.2778995387877028,-0.5213750799496969,-0.351226798693339
UGA,-1.039123551050822,-0.6069605032602946,-0.8174219965934755,-0.32690787514050806,-0.6228426615397136
UKR,-0.9273998975753791,-0.5577191571394603,-1.1933945822219043,-0.4162460406621297,-0.06243700087070461
URY,1.3560083150863649,0.5858497460683186,0.9576485872268677,0.6465717792510987,1.1786311388015747
USA,1.24539274374644,1.4329213301340744,0.3430601122478644,1.3947279135386152,1.0195437669754022
UZB,-1.134814806779226,-0.621979586283366,-0.4097011943658195,-1.267203243573506,-1.7810830593109122
VCT,0.8343183437983194,0.4746370549003284,0.9139995336532597,0.32758233547210674,0.9636678934097286
VEN,-1.4156623442967726,-1.3949599742889418,-1.2112152298291534,-1.8946976264317823,-1.208247594038646
VIR,0.49892974201745044,0.9950796723365781,0.765070025126139,0.8902730027834578,0.775909924507141
VNM,-0.4837538321812947,-0.03142205898960433,0.09602598796288177,-0.49666306972503665,-1.3890151262283335
VUT,0.07565381199431907,-0.4965074429909387,0.9148592849572508,-0.4171721537907918,0.5695617258548737
WSM,0.4182514210542044,0.3764280800862859,1.0715699076652518,-0.2229387347896895,0.6800371388594312
XKX,-0.4971280167500179,-0.3571153620878855,-0.4447235147158307,-0.2096772310634454,-0.15124291107058518
YEM,-1.4994168122609461,-1.7728867451349895,-2.6039025942484524,-1.305462793509165,-1.5363351742426554
ZAF,-0.08793474215393263,0.09752172778050104,-0.25760244702299434,0.15380558557808394,0.649108858903249
ZMB,-0.5027209679285685,-0.6910733143488567,0.23450917775432265,-0.5323137819766999,-0.22271095638473828
ZWE,-1.3287844498952228,-1.3285039742787677,-0.8550716996192933,-1.6746752659479776,-1.2596878528594972
